USPS	GEOID	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                        
AL	01001	State Senate District 1	2640872683	171753262	1019.647	66.314	34.897169	-87.44539                                                                                                               
AL	01002	State Senate District 2	353315068	1820551	136.416	0.703	34.783262	-86.734871                                                                                                                   
AL	01003	State Senate District 3	1864396575	107917902	719.848	41.667	34.487272	-86.866269                                                                                                               
AL	01004	State Senate District 4	5413303393	104564546	2090.088	40.373	34.128017	-87.360304                                                                                                              
AL	01005	State Senate District 5	7446377351	104856507	2875.062	40.485	33.683158	-87.598985                                                                                                              
AL	01006	State Senate District 6	5157734580	201318392	1991.413	77.729	34.563588	-87.615303                                                                                                              
AL	01007	State Senate District 7	671423026	2985248	259.238	1.153	34.815192	-86.601546                                                                                                                   
AL	01008	State Senate District 8	4732114549	132776760	1827.08	51.265	34.719925	-85.9741                                                                                                                 
AL	01009	State Senate District 9	2338896646	168180128	903.053	64.935	34.371216	-86.371411                                                                                                               
AL	01010	State Senate District 10	3495547262	156249428	1349.638	60.328	34.164059	-85.833464                                                                                                             
AL	01011	State Senate District 11	2465902740	108629765	952.09	41.942	33.436729	-86.367406                                                                                                               
AL	01012	State Senate District 12	2530771155	34118549	977.136	13.173	33.604999	-85.94175                                                                                                                
AL	01013	State Senate District 13	6774082471	46902613	2615.488	18.109	33.205368	-85.526068                                                                                                              
AL	01014	State Senate District 14	3022468475	30078445	1166.982	11.613	33.026341	-86.961188                                                                                                              
AL	01015	State Senate District 15	982456583	27876881	379.329	10.763	33.420576	-86.563097                                                                                                                
AL	01016	State Senate District 16	216768088	4210427	83.695	1.626	33.378612	-86.780518                                                                                                                   
AL	01017	State Senate District 17	2600441586	34092525	1004.036	13.163	33.865666	-86.50732                                                                                                               
AL	01018	State Senate District 18	167424066	207182	64.643	0.08	33.48251	-86.824272                                                                                                                      
AL	01019	State Senate District 19	798151752	5479541	308.168	2.116	33.437676	-87.006033                                                                                                                  
AL	01020	State Senate District 20	360254980	857670	139.095	0.331	33.600151	-86.752236                                                                                                                   
AL	01021	State Senate District 21	3476700093	39981681	1342.361	15.437	33.249272	-87.861292                                                                                                              
AL	01022	State Senate District 22	8429797737	152501171	3254.763	58.881	31.093649	-87.724078                                                                                                             
AL	01023	State Senate District 23	18631227924	192285623	7193.558	74.242	31.943334	-87.226722                                                                                                            
AL	01024	State Senate District 24	11163272005	140058647	4310.164	54.077	32.491039	-87.972395                                                                                                            
AL	01025	State Senate District 25	4262506937	104017946	1645.763	40.162	32.144092	-86.190083                                                                                                             
AL	01026	State Senate District 26	733846256	24874680	283.34	9.604	32.315116	-86.303098                                                                                                                  
AL	01027	State Senate District 27	2832131651	97206668	1093.492	37.532	32.720653	-85.613536                                                                                                              
AL	01028	State Senate District 28	8420148062	98987726	3251.037	38.219	31.993932	-85.450209                                                                                                              
AL	01029	State Senate District 29	3399781598	16643079	1312.663	6.426	31.152774	-85.592659                                                                                                               
AL	01030	State Senate District 30	4662257671	130491929	1800.108	50.383	32.739219	-86.467846                                                                                                             
AL	01031	State Senate District 31	7022682996	44012559	2711.473	16.993	31.461601	-86.109675                                                                                                              
AL	01032	State Senate District 32	910459427	982206639	351.53	379.232	30.377369	-87.822414                                                                                                               
AL	01033	State Senate District 33	417614902	96247908	161.242	37.162	30.731454	-88.023262                                                                                                                
AL	01034	State Senate District 34	1935804112	35756196	747.418	13.806	30.917492	-88.219194                                                                                                               
AL	01035	State Senate District 35	854627546	981664934	329.974	379.023	30.405808	-88.202117                                                                                                              
AK	0200A	State Senate District A	80740349240	39598336171	31174.024	15289.004	57.378398	-134.279042                                                                                                      
AK	0200B	State Senate District B	17991298497	3758462255	6946.479	1451.15	58.67459	-134.955862                                                                                                           
AK	0200C	State Senate District C	42142644184	30767831133	16271.367	11879.527	60.720017	-146.726113                                                                                                      
AK	0200D	State Senate District D	11029706622	2642250152	4258.594	1020.179	60.525115	-150.112563                                                                                                         
AK	0200E	State Senate District E	1639371932	221416466	632.965	85.489	60.972565	-149.084716                                                                                                              
AK	0200F	State Senate District F	56703995	55486	21.894	0.021	61.141442	-149.764215                                                                                                                      
AK	0200G	State Senate District G	26333524	36177	10.167	0.014	61.171854	-149.884805                                                                                                                      
AK	0200H	State Senate District H	69844069	243683183	26.967	94.087	61.164811	-150.177803                                                                                                                 
AK	0200I	State Senate District I	106676578	29581870	41.188	11.422	61.253462	-149.810741                                                                                                                 
AK	0200J	State Senate District J	19083615	175004	7.368	0.068	61.19668	-149.801385                                                                                                                       
AK	0200K	State Senate District K	14578295	102891	5.629	0.04	61.204192	-149.749416                                                                                                                       
AK	0200L	State Senate District L	2520450474	139023958	973.151	53.677	61.299272	-149.021202                                                                                                              
AK	0200M	State Senate District M	672875561	152281754	259.799	58.796	61.553966	-149.142499                                                                                                               
AK	0200N	State Senate District N	190623541	14288416	73.6	5.517	61.59852	-149.505522                                                                                                                     
AK	0200O	State Senate District O	109892058150	2675529213	42429.563	1033.028	62.537153	-149.405074                                                                                                       
AK	0200P	State Senate District P	129118756	2695422	49.853	1.041	64.826515	-147.604622                                                                                                                   
AK	0200Q	State Senate District Q	11036532051	74986089	4261.229	28.952	64.881496	-145.177064                                                                                                             
AK	0200R	State Senate District R	505478821689	7363695108	195166.472	2843.139	64.941081	-149.582752                                                                                                      
AK	0200S	State Senate District S	278881527878	109831653152	107676.764	42406.24	58.684165	-160.283257                                                                                                    
AK	0200T	State Senate District T	416870373092	47194442750	160954.558	18221.877	67.718061	-157.506441                                                                                                    
AZ	04001	State Senate District 1	21036647201	11466936	8122.295	4.427	34.631071	-112.577225                                                                                                              
AZ	04002	State Senate District 2	201560999	234122	77.823	0.09	33.682305	-112.075145                                                                                                                     
AZ	04003	State Senate District 3	3824081073	33699423	1476.486	13.011	33.807163	-111.559692                                                                                                              
AZ	04004	State Senate District 4	260371153	1453406	100.53	0.561	33.587699	-111.957682                                                                                                                   
AZ	04005	State Senate District 5	117796950	278784	45.482	0.108	33.522072	-112.060109                                                                                                                    
AZ	04006	State Senate District 6	99862977362	214562408	38557.313	82.843	35.541933	-110.731846                                                                                                           
AZ	04007	State Senate District 7	27811409856	129908400	10738.046	50.158	34.187769	-111.016689                                                                                                           
AZ	04008	State Senate District 8	343972555	8760671	132.809	3.383	33.493434	-111.843986                                                                                                                  
AZ	04009	State Senate District 9	101389093	397452	39.147	0.153	33.407362	-111.821724                                                                                                                    
AZ	04010	State Senate District 10	219040386	764194	84.572	0.295	33.437196	-111.673681                                                                                                                   
AZ	04011	State Senate District 11	274827824	359456	106.112	0.139	33.37955	-112.084863                                                                                                                   
AZ	04012	State Senate District 12	333404863	1421103	128.728	0.549	33.287771	-111.983149                                                                                                                 
AZ	04013	State Senate District 13	163258697	634230	63.035	0.245	33.274076	-111.829606                                                                                                                   
AZ	04014	State Senate District 14	173508606	178320	66.992	0.069	33.295092	-111.735282                                                                                                                   
AZ	04015	State Senate District 15	579716216	147666	223.83	0.057	33.237485	-111.565203                                                                                                                   
AZ	04016	State Senate District 16	7767680965	8118900	2999.119	3.135	32.788527	-111.591709                                                                                                               
AZ	04017	State Senate District 17	3256591497	2386182	1257.377	0.921	32.418271	-110.813743                                                                                                               
AZ	04018	State Senate District 18	246772071	644614	95.279	0.249	32.300148	-110.912761                                                                                                                   
AZ	04019	State Senate District 19	30552549386	44311119	11796.406	17.109	32.263066	-109.787765                                                                                                           
AZ	04020	State Senate District 20	224479302	46922	86.672	0.018	32.201344	-111.01386                                                                                                                     
AZ	04021	State Senate District 21	5467303095	6161714	2110.938	2.379	31.620717	-110.980169                                                                                                               
AZ	04022	State Senate District 22	286143780	1532909	110.481	0.592	33.418248	-112.282971                                                                                                                 
AZ	04023	State Senate District 23	29292146855	4768102	11309.762	1.841	32.389771	-112.690562                                                                                                             
AZ	04024	State Senate District 24	82102940	46296	31.7	0.018	33.521532	-112.196018                                                                                                                       
AZ	04025	State Senate District 25	13797580902	10529460	5327.276	4.065	33.135831	-113.514952                                                                                                             
AZ	04026	State Senate District 26	85197919	218413	32.895	0.084	33.510376	-112.133026                                                                                                                    
AZ	04027	State Senate District 27	152486324	1109510	58.875	0.428	33.617767	-112.196744                                                                                                                  
AZ	04028	State Senate District 28	774725280	7517683	299.123	2.903	33.789536	-112.268909                                                                                                                 
AZ	04029	State Senate District 29	1001607388	1699003	386.723	0.656	33.746275	-112.495075                                                                                                                
AZ	04030	State Senate District 30	46074787756	360634601	17789.576	139.242	35.091838	-113.77254                                                                                                          
AR	05001	State Senate District 1	10777540101	209748840	4161.232	80.984	33.527518	-91.840781                                                                                                             
AR	05002	State Senate District 2	8714890784	73933803	3364.838	28.546	33.577839	-92.648313                                                                                                               
AR	05003	State Senate District 3	9583088356	123558901	3700.051	47.706	33.669885	-93.361837                                                                                                              
AR	05004	State Senate District 4	6570670393	215823060	2536.95	83.33	33.770156	-94.049612                                                                                                                
AR	05005	State Senate District 5	12322980981	191963614	4757.93	74.118	34.752998	-93.743236                                                                                                              
AR	05006	State Senate District 6	2110269868	141635582	814.78	54.686	34.64798	-93.097666                                                                                                                 
AR	05007	State Senate District 7	2919985348	33110399	1127.413	12.784	34.436233	-92.725501                                                                                                               
AR	05008	State Senate District 8	7063146344	456910991	2727.096	176.414	34.14428	-91.596035                                                                                                              
AR	05009	State Senate District 9	4932809237	243253688	1904.568	93.921	34.825582	-90.606329                                                                                                              
AR	05010	State Senate District 10	11711324206	228865077	4521.768	88.365	35.028258	-91.186575                                                                                                            
AR	05011	State Senate District 11	1072900807	47563119	414.249	18.364	34.872087	-91.996394                                                                                                               
AR	05012	State Senate District 12	487226867	37969843	188.119	14.66	34.723478	-92.206807                                                                                                                 
AR	05013	State Senate District 13	288609060	7223946	111.433	2.789	34.856972	-92.304587                                                                                                                  
AR	05014	State Senate District 14	95748948	3888582	36.969	1.501	34.774622	-92.393114                                                                                                                    
AR	05015	State Senate District 15	146731846	1831373	56.653	0.707	34.6879	-92.381959                                                                                                                     
AR	05016	State Senate District 16	404448846	4438428	156.159	1.714	34.656062	-92.529557                                                                                                                  
AR	05017	State Senate District 17	746048615	82286299	288.051	31.771	34.928521	-92.520523                                                                                                                
AR	05018	State Senate District 18	3256670358	48228722	1257.408	18.621	35.275047	-91.812443                                                                                                              
AR	05019	State Senate District 19	5323785103	94350219	2055.525	36.429	35.726201	-90.353619                                                                                                              
AR	05020	State Senate District 20	375592258	2949510	145.017	1.139	35.883084	-90.725636                                                                                                                  
AR	05021	State Senate District 21	5181335183	21918888	2000.525	8.463	36.274447	-90.683903                                                                                                               
AR	05022	State Senate District 22	6085282951	82906877	2349.541	32.011	35.921289	-91.532317                                                                                                              
AR	05023	State Senate District 23	6080581584	236473667	2347.726	91.303	36.274981	-92.315475                                                                                                             
AR	05024	State Senate District 24	7021199697	96938349	2710.9	37.428	35.686345	-92.480963                                                                                                                
AR	05025	State Senate District 25	3368103273	83245895	1300.432	32.141	35.382845	-92.909091                                                                                                              
AR	05026	State Senate District 26	3822449131	151180512	1475.856	58.371	35.369267	-93.699797                                                                                                             
AR	05027	State Senate District 27	165288926	9321451	63.818	3.599	35.347065	-94.37785                                                                                                                    
AR	05028	State Senate District 28	7854075577	41538307	3032.476	16.038	35.996323	-93.51538                                                                                                               
AR	05029	State Senate District 29	2755340948	35775991	1063.843	13.813	35.727957	-94.20596                                                                                                               
AR	05030	State Senate District 30	130820897	2672608	50.51	1.032	36.090198	-94.131063                                                                                                                    
AR	05031	State Senate District 31	172350998	1677817	66.545	0.648	36.174374	-94.205939                                                                                                                   
AR	05032	State Senate District 32	851041820	91170278	328.589	35.201	36.332603	-94.009462                                                                                                                
AR	05033	State Senate District 33	478191149	3215089	184.631	1.241	36.280873	-94.31119                                                                                                                   
AR	05034	State Senate District 34	320190716	4601051	123.626	1.776	36.415397	-94.282003                                                                                                                  
AR	05035	State Senate District 35	1467796678	10544934	566.719	4.071	36.13679	-94.42363                                                                                                                  
CA	06001	State Senate District 1	81997747138	1944897816	31659.509	750.929	40.58309	-121.564479                                                                                                          
CA	06002	State Senate District 2	37417474052	4316275788	14446.968	1666.523	39.982664	-123.397623                                                                                                        
CA	06003	State Senate District 3	7826199896	490802371	3021.713	189.5	38.443773	-122.020685                                                                                                              
CA	06004	State Senate District 4	64836688993	1064514577	25033.587	411.011	37.592458	-118.567402                                                                                                         
CA	06005	State Senate District 5	4677600240	101968690	1806.032	39.37	37.845505	-121.383681                                                                                                              
CA	06006	State Senate District 6	2395923056	39233725	925.071	15.148	38.629604	-121.244565                                                                                                               
CA	06007	State Senate District 7	377157186	239416026	145.621	92.439	37.875593	-122.285477                                                                                                               
CA	06008	State Senate District 8	696707617	8339836	269.	3.22	38.562833	-121.435064                                                                                                                      
CA	06009	State Senate District 9	1556057348	59969404	600.797	23.154	37.87184	-121.96766                                                                                                                 
CA	06010	State Senate District 10	713718938	79577578	275.568	30.725	37.513749	-122.00157                                                                                                                
CA	06011	State Senate District 11	166462141	510554858	64.271	197.126	37.704637	-122.499811                                                                                                              
CA	06012	State Senate District 12	33587547063	217588203	12968.225	84.011	35.935877	-118.702091                                                                                                          
CA	06013	State Senate District 13	1492218039	736179155	576.149	284.24	37.413787	-122.2946                                                                                                               
CA	06014	State Senate District 14	13577290398	123238221	5242.221	47.583	36.752267	-120.385132                                                                                                           
CA	06015	State Senate District 15	2695800938	17951784	1040.855	6.931	37.196456	-121.63093                                                                                                               
CA	06016	State Senate District 16	11074875678	19492938	4276.034	7.526	35.898552	-119.555705                                                                                                             
CA	06017	State Senate District 17	18266026340	2404375575	7052.552	928.335	36.172072	-121.143013                                                                                                         
CA	06018	State Senate District 18	27131656294	1105452949	10475.592	426.818	33.613311	-115.34455                                                                                                         
CA	06019	State Senate District 19	48520972697	59437865	18734.053	22.949	34.800315	-116.259496                                                                                                           
CA	06020	State Senate District 20	575029338	1185202	222.02	0.458	34.284267	-118.364453                                                                                                                  
CA	06021	State Senate District 21	14900068146	3775001553	5752.949	1457.536	34.590386	-119.818815                                                                                                        
CA	06022	State Senate District 22	741269759	8623957	286.206	3.33	34.109912	-117.79839                                                                                                                   
CA	06023	State Senate District 23	6668482403	35224231	2574.716	13.6	34.578718	-118.053721                                                                                                               
CA	06024	State Senate District 24	848330571	486697083	327.542	187.915	34.037852	-118.608673                                                                                                             
CA	06025	State Senate District 25	1764532324	4477217	681.29	1.729	34.265083	-117.934887                                                                                                                 
CA	06026	State Senate District 26	203994783	2427230	78.763	0.937	34.078681	-118.239514                                                                                                                  
CA	06027	State Senate District 27	794670377	7588515	306.824	2.93	34.21906	-118.697469                                                                                                                   
CA	06028	State Senate District 28	184505207	449499	71.238	0.174	34.009552	-118.346724                                                                                                                   
CA	06029	State Senate District 29	629778459	2833570	243.159	1.094	34.118216	-117.388829                                                                                                                 
CA	06030	State Senate District 30	486574205	3938603	187.867	1.521	33.968825	-117.971097                                                                                                                 
CA	06031	State Senate District 31	877234166	6352336	338.702	2.453	33.972794	-117.453931                                                                                                                 
CA	06032	State Senate District 32	8190433131	50591828	3162.344	19.534	33.40862	-116.725442                                                                                                              
CA	06033	State Senate District 33	598403073	1173020506	231.045	452.906	33.367336	-118.480709                                                                                                            
CA	06034	State Senate District 34	250286032	626740	96.636	0.242	33.81947	-117.921243                                                                                                                    
CA	06035	State Senate District 35	282646268	69498443	109.13	26.834	33.833307	-118.288835                                                                                                                
CA	06036	State Senate District 36	478005718	399630618	184.559	154.298	33.61596	-117.888116                                                                                                              
CA	06037	State Senate District 37	972723815	5013713	375.571	1.936	33.712439	-117.701973                                                                                                                 
CA	06038	State Senate District 38	1467108880	526154749	566.454	203.149	33.236813	-117.378232                                                                                                            
CA	06039	State Senate District 39	471951783	166306419	182.222	64.211	32.737144	-117.098284                                                                                                              
CA	06040	State Senate District 40	3279281315	26723457	1266.138	10.318	33.037878	-116.896379                                                                                                             
CO	08001	State Senate District 1	32955436278	142806917	12724.166	55.138	40.382428	-103.337908                                                                                                           
CO	08002	State Senate District 2	302288830	424206	116.714	0.164	39.451719	-104.789065                                                                                                                   
CO	08003	State Senate District 3	6181242834	28941249	2386.591	11.174	38.162765	-104.484668                                                                                                              
CO	08004	State Senate District 4	19140766624	85103086	7390.292	32.858	38.838655	-105.561131                                                                                                             
CO	08005	State Senate District 5	20034173450	102589712	7735.238	39.61	38.608567	-107.247618                                                                                                             
CO	08006	State Senate District 6	47046615935	111984978	18164.801	43.238	37.912128	-107.027336                                                                                                           
CO	08007	State Senate District 7	9128589133	38617671	3524.568	14.91	39.011414	-108.439867                                                                                                               
CO	08008	State Senate District 8	48513418636	178651619	18731.136	68.978	40.153612	-107.435664                                                                                                           
CO	08009	State Senate District 9	508952719	777435	196.508	0.3	39.025845	-104.886704                                                                                                                     
CO	08010	State Senate District 10	128167609	117595	49.486	0.045	38.90495	-104.730596                                                                                                                    
CO	08011	State Senate District 11	226311694	381381	87.379	0.147	38.802461	-104.708714                                                                                                                   
CO	08012	State Senate District 12	1023126175	4558362	395.031	1.76	38.72251	-104.853982                                                                                                                  
CO	08013	State Senate District 13	494705920	4782782	191.007	1.847	40.165606	-104.781323                                                                                                                 
CO	08014	State Senate District 14	191256746	12523350	73.845	4.835	40.583525	-105.075182                                                                                                                 
CO	08015	State Senate District 15	7782171978	90161549	3004.714	34.812	40.557764	-105.515837                                                                                                             
CO	08016	State Senate District 16	117911910	5305276	45.526	2.048	39.588751	-105.027217                                                                                                                  
CO	08017	State Senate District 17	269572501	8525097	104.083	3.292	40.082758	-105.075499                                                                                                                 
CO	08018	State Senate District 18	203661307	9455578	78.634	3.651	40.020701	-105.206707                                                                                                                  
CO	08019	State Senate District 19	126165462	6397852	48.713	2.47	39.844969	-105.112333                                                                                                                   
CO	08020	State Senate District 20	704613836	6928568	272.053	2.675	39.762375	-105.297898                                                                                                                 
CO	08021	State Senate District 21	3557614745	43122405	1373.603	16.65	39.804549	-104.179778                                                                                                              
CO	08022	State Senate District 22	131476099	3262098	50.763	1.26	39.742722	-105.132093                                                                                                                   
CO	08023	State Senate District 23	1047607859	32549604	404.484	12.567	40.329177	-104.950558                                                                                                              
CO	08024	State Senate District 24	145486848	6873385	56.173	2.654	39.927244	-104.933671                                                                                                                  
CO	08025	State Senate District 25	140546791	2249706	54.265	0.869	39.932376	-105.043991                                                                                                                  
CO	08026	State Senate District 26	103476449	3328896	39.952	1.285	39.637235	-104.949259                                                                                                                  
CO	08027	State Senate District 27	447192510	5122936	172.662	1.978	39.606307	-104.612677                                                                                                                 
CO	08028	State Senate District 28	587405314	1602090	226.798	0.619	39.761235	-104.641743                                                                                                                 
CO	08029	State Senate District 29	60634417	0	23.411	0.	39.675944	-104.816234                                                                                                                            
CO	08030	State Senate District 30	308622007	4063195	119.16	1.569	39.498291	-104.948933                                                                                                                  
CO	08031	State Senate District 31	47961731	54418	18.518	0.021	39.721751	-104.94315                                                                                                                      
CO	08032	State Senate District 32	63534040	249828	24.531	0.096	39.679416	-104.97284                                                                                                                     
CO	08033	State Senate District 33	190708974	232879	73.633	0.09	39.821345	-104.76497                                                                                                                     
CO	08034	State Senate District 34	67377228	1050806	26.014	0.406	39.749129	-105.012149                                                                                                                   
CO	08035	State Senate District 35	66440178929	242744909	25652.698	93.724	38.221389	-103.465577                                                                                                          
CT	09001	State Senate District 1	51454203	2871122	19.867	1.109	41.725468	-72.674538                                                                                                                     
CT	09002	State Senate District 2	138668492	4746594	53.54	1.833	41.843638	-72.694948                                                                                                                     
CT	09003	State Senate District 3	231601998	5610408	89.422	2.166	41.854592	-72.563033                                                                                                                    
CT	09004	State Senate District 4	281108552	4448100	108.537	1.717	41.734696	-72.498529                                                                                                                   
CT	09005	State Senate District 5	206972747	4843602	79.913	1.87	41.755238	-72.860045                                                                                                                     
CT	09006	State Senate District 6	113541636	2561837	43.839	0.989	41.644435	-72.780723                                                                                                                    
CT	09007	State Senate District 7	437740074	5995210	169.012	2.315	41.977494	-72.648162                                                                                                                   
CT	09008	State Senate District 8	786201493	23722638	303.554	9.159	41.928611	-73.017629                                                                                                                  
CT	09009	State Senate District 9	162728045	5358616	62.83	2.069	41.616609	-72.66156                                                                                                                      
CT	09010	State Senate District 10	38356350	2102006	14.809	0.812	41.304641	-72.953394                                                                                                                    
CT	09011	State Senate District 11	63341269	3514045	24.456	1.357	41.360883	-72.899097                                                                                                                    
CT	09012	State Senate District 12	479333615	32718575	185.072	12.633	41.362769	-72.686671                                                                                                                
CT	09013	State Senate District 13	177032893	3861381	68.353	1.491	41.527736	-72.786743                                                                                                                   
CT	09014	State Senate District 14	124542101	10963821	48.086	4.233	41.253568	-73.036267                                                                                                                  
CT	09015	State Senate District 15	82187774	1287885	31.733	0.497	41.551793	-73.055515                                                                                                                    
CT	09016	State Senate District 16	232190245	4393664	89.649	1.696	41.581994	-72.932132                                                                                                                   
CT	09017	State Senate District 17	224428052	3913866	86.652	1.511	41.409382	-73.007443                                                                                                                   
CT	09018	State Senate District 18	772164881	80473341	298.135	31.071	41.514103	-71.908372                                                                                                                
CT	09019	State Senate District 19	669752428	19029162	258.593	7.347	41.599017	-72.204682                                                                                                                 
CT	09020	State Senate District 20	477723370	96681596	184.45	37.329	41.395458	-72.211255                                                                                                                 
CT	09021	State Senate District 21	185615924	10850863	71.667	4.19	41.298439	-73.151816                                                                                                                   
CT	09022	State Senate District 22	96693365	1876068	37.334	0.724	41.258216	-73.21437                                                                                                                     
CT	09023	State Senate District 23	29964076	7570507	11.569	2.923	41.182757	-73.179874                                                                                                                    
CT	09024	State Senate District 24	170728702	7708015	65.919	2.976	41.391177	-73.485734                                                                                                                   
CT	09025	State Senate District 25	75678952	34991903	29.22	13.51	41.092074	-73.428506                                                                                                                    
CT	09026	State Senate District 26	319364220	40212056	123.307	15.526	41.216774	-73.40573                                                                                                                 
CT	09027	State Senate District 27	44284555	63187395	17.098	24.397	41.036091	-73.505879                                                                                                                  
CT	09028	State Senate District 28	327794261	10869147	126.562	4.197	41.314517	-73.303639                                                                                                                 
